student_id,state,category,gender,quota,12th_percentage,entrance_score,effective_score,extracurriculars,preferences_count,assigned_college,admission_chance
S1963,Delhi,GEN,Female,None,46.75,122,122,3,9,Local Government College,0.441
S1964,Rajasthan,GEN,Male,None,66.35,182,182,4,9,State Tech University,0.514
S1965,Maharashtra,OBC,Male,None,64.59,168,168,1,10,Regional Engineering College,0.52
S1966,Maharashtra,ST,Male,None,76.94,240,240,1,10,IIT Example,0.677
S1967,Delhi,GEN,Male,None,90.11,279,279,2,6,IIT Example,0.855
S1968,Gujarat,ST,Female,None,97.37,199,199,0,5,NIT Example,0.521
S1969,Tamil Nadu,GEN,Female,None,72.83,204,204,0,5,State Tech University,0.614
S1970,Delhi,SC,Female,TFW,92.46,199,199,2,4,State Tech University,0.591
S1971,Haryana,GEN,Male,None,85.16,207,207,0,7,State Tech University,0.627
S1972,Tamil Nadu,OBC,Female,None,69.76,207,207,1,9,State Tech University,0.627
S1973,Karnataka,GEN,Female,None,70.39,163,163,4,4,Regional Engineering College,0.497
S1974,Karnataka,OBC,Female,None,66.11,109,109,2,6,Community College,0.532
S1975,Uttar Pradesh,GEN,Female,None,77.62,197,197,1,9,State Tech University,0.582
S1976,Rajasthan,ST,Male,None,74.86,170,170,2,3,State Tech University,0.459
S1977,Karnataka,GEN,Male,None,54.76,165,165,0,3,Regional Engineering College,0.506
S1978,Tamil Nadu,GEN,Female,None,65.52,187,187,5,6,State Tech University,0.536
S1979,Uttar Pradesh,GEN,Male,None,82.76,198,198,1,6,State Tech University,0.586
S1980,Tamil Nadu,GEN,Female,None,93.18,270,270,1,4,IIT Example,0.814
S1981,Maharashtra,OBC,Female,None,90.3,206,206,0,5,State Tech University,0.623
S1982,Maharashtra,GEN,Male,None,66.36,190,190,0,4,State Tech University,0.55
S1983,Gujarat,GEN,Female,TFW,94.4,226,226,3,10,NIT Example,0.644
S1984,Uttar Pradesh,SC,Female,None,48.57,120,120,2,8,Local Government College,0.432
S1985,Gujarat,OBC,Female,None,97.08,274,274,1,4,IIT Example,0.832
S1986,Haryana,GEN,Male,None,89.35,253,253,4,4,NIT Example,0.766
S1987,Tamil Nadu,SC,Male,None,84.56,261,261,2,6,IIT Example,0.773
S1988,Maharashtra,OBC,Male,None,88.75,262,262,4,7,IIT Example,0.777
S1989,Delhi,GEN,Male,NRI,77.49,212,172,2,5,Regional Engineering College,0.538
S1990,Delhi,GEN,Female,NRI,78.17,177,137,1,7,Local Government College,0.509
S1991,Rajasthan,OBC,Female,NRI,76.78,211,171,3,10,State Tech University,0.464
S1992,Delhi,OBC,Male,None,77.73,204,204,4,6,State Tech University,0.614
S1993,Gujarat,ST,Male,None,81.36,208,208,1,8,NIT Example,0.562
S1994,Maharashtra,GEN,Male,TFW,74.59,216,216,2,3,State Tech University,0.668
S1995,Gujarat,EWS,Female,None,90.26,231,231,0,4,NIT Example,0.666
S1996,Haryana,EWS,Male,None,94.1,229,229,3,3,NIT Example,0.657
S1997,Haryana,OBC,Female,None,95.93,266,266,4,7,IIT Example,0.795
S1998,Uttar Pradesh,GEN,Male,None,58.12,108,108,1,6,Community College,0.527
S1999,Rajasthan,OBC,Female,None,79.46,184,184,5,3,State Tech University,0.523
S2000,Rajasthan,SC,Female,None,86.54,245,245,0,9,IIT Example,0.7
